Date,QQQ
2014-09-15,1.1392424696233148
2014-09-16,1.149186696115495
2014-09-17,1.1509216815022794
2014-09-18,1.1595942978180738
2014-09-19,1.1588757918560533
2014-09-22,1.148095891807617
2014-09-23,1.1449661595533807
2014-09-24,1.157252678896961
2014-09-25,1.132911568504388
2014-09-26,1.1449661595533807
2014-09-29,1.143459636533992
2014-09-30,1.1450821718385522
2014-10-01,1.1267682125568426
2014-10-02,1.1267682125568426
2014-10-03,1.1378956680820167
2014-10-06,1.1354620095388095
2014-10-07,1.1193503581602515
2014-10-08,1.1411413163456692
2014-10-09,1.1227114410545433
2014-10-10,1.0946613071879194
2014-10-13,1.0775065080003712
2014-10-14,1.0776219426310107
2014-10-15,1.070667752272084
2014-10-16,1.063944912553213
2014-10-17,1.0779698832107696
2014-10-20,1.094081342037817
2014-10-21,1.1228274533397145
2014-10-22,1.1170319416961727
2014-10-23,1.1338388003039617
2014-10-24,1.1431116959542327
2014-10-27,1.1439229154686352
2014-10-28,1.1611939194928653
2014-10-29,1.156905123420223
2014-10-30,1.1593390707906963
2014-10-31,1.1753349024355937
2014-11-03,1.1788120938908124
2014-11-04,1.1748713346736845
2014-11-05,1.1749872506831007
2014-11-06,1.178696370432907
2014-11-07,1.1776534151754277
2014-11-10,1.181825525032611
2014-11-11,1.1855347410581727
2014-11-12,1.1876213255034187
2014-11-13,1.192722015020751
2014-11-14,1.1964308459432913
2014-11-17,1.1928374496513905
2014-11-18,1.2017624047219022
2014-11-19,1.196314641106609
2014-11-20,1.201646681263997
2014-11-21,1.2039648089008095
2014-11-24,1.2133535242847413
2014-11-25,1.215208276711155
2014-11-26,1.2230899876969215
2014-11-28,1.228769872158313
2014-12-01,1.214860432407151
2014-12-02,1.219729001078385
2014-12-03,1.22193082760276
2014-12-04,1.2213516326587006
2014-12-05,1.2214674523923617
2014-12-08,1.2127742330649267
2014-12-09,1.2165991725483938
2014-12-10,1.197473801200771
2014-12-11,1.203153493110652
2014-12-12,1.1900554654254032
2014-12-15,1.1777691386333335
2014-12-16,1.1588757918560537
2014-12-17,1.1799712539849745
2014-12-18,1.208369713534379
2014-12-19,1.2136866383981801
2014-12-22,1.2167113338033524
2014-12-23,1.212406748506836
2014-12-24,1.2134536510702838
2014-12-26,1.2220629179390716
2014-12-29,1.2218303157141965
2014-12-30,1.2136866383981797
2014-12-31,1.2012375093038485
2015-01-02,1.1976309232334676
2015-01-05,1.1800630047798026
2015-01-06,1.164241143424785
2015-01-07,1.1792489932684957
2015-01-08,1.2018197850720787
2015-01-09,1.1939078434991388
2015-01-12,1.1814598697138716
2015-01-13,1.1811104849977825
2015-01-14,1.1745954083589116
2015-01-15,1.1593541860842833
2015-01-16,1.1729664225787444
2015-01-20,1.1822738812251785
2015-01-21,1.1883236571385443
2015-01-22,1.2103123657254078
2015-01-23,1.212988542896289
2015-01-26,1.211592255616752
2015-01-27,1.1801795947195062
2015-01-28,1.1741298188061404
2015-01-29,1.1854148777427882
2015-01-30,1.1762241053118128
2015-02-02,1.1864621654092573
2015-02-03,1.1978636217340979
2015-02-04,1.1968168154464054
2015-02-05,1.2071712729320427
2015-02-06,1.1998414145758223
2015-02-09,1.1960024188320773
2015-02-10,1.2146170472976796
2015-02-11,1.2190382225338994
2015-02-12,1.2332321571420586
2015-02-13,1.2438192168525708
2015-02-17,1.2449828056314773
2015-02-18,1.2467278036968161
2015-02-19,1.2528941695498854
2015-02-20,1.2612703528150218
2015-02-23,1.2625503389821213
2015-02-24,1.2634809404331317
2015-02-25,1.260339655088256
2015-02-26,1.2667386231662
2015-02-27,1.261154051702584
2015-03-02,1.2725557005789352
2015-03-03,1.2666224183295176
2015-03-04,1.2617358460920374
2015-03-05,1.2639465299859025
2015-03-06,1.2496364868168166
2015-03-09,1.2532428803356868
2015-03-10,1.2299743781332344
2015-03-11,1.2228771220018888
2015-03-12,1.2309049795842448
2015-03-13,1.2255531066212593
2015-03-16,1.2413760270095857
2015-03-17,1.2433537235755545
2015-03-18,1.2555695765147235
2015-03-19,1.257430971968255
2015-03-20,1.265570894529814
2015-03-23,1.2631217355899989
2015-03-24,1.2585739577355215
2015-03-25,1.2297710437379799
2015-03-26,1.2255734208056341
2015-03-27,1.2304709684792219
2015-03-30,1.244580661801468
2015-03-31,1.2314037842726049
2015-04-01,1.2249901822798508
2015-04-02,1.2258067932365517
2015-04-06,1.2358345870843577
2015-04-07,1.2337359681696956
2015-04-08,1.2435313523441371
2015-04-09,1.2513441298890882
2015-04-10,1.256474857442083
2015-04-13,1.2533265439670682
2015-04-14,1.2497113893544631
2015-04-15,1.257524359450925
2015-04-16,1.2557757029068837
2015-04-17,1.2361847420064898
2015-04-20,1.254725912070776
2015-04-21,1.2600900120546885
2015-04-22,1.2669699738062565
2015-04-23,1.2717508352643856
2015-04-24,1.289009515991934
2015-04-27,1.2857442274741944
2015-04-28,1.283178863697697
2015-04-29,1.2751327137218287
2015-04-30,1.2550758744413975
2015-05-01,1.271634437876193
2015-05-04,1.2737333456181212
2015-05-05,1.2529763890449372
2015-05-06,1.2443471930947962
2015-05-07,1.2518103933721474
2015-05-08,1.2674365261165812
2015-05-11,1.2625386896157273
2015-05-12,1.25682491608846
2015-05-13,1.259390472416468
2015-05-14,1.2778147637137849
2015-05-15,1.2778147637137849
2015-05-18,1.2834120435771041
2015-05-19,1.2820126754733967
2015-05-20,1.2828286124998103
2015-05-21,1.2894757794749925
2015-05-22,1.2881927124837225
2015-05-26,1.2733834795232555
2015-05-27,1.2939064860109897
2015-05-28,1.2909916412426479
2015-05-29,1.2832954536374004
2015-06-01,1.2876098590609604
2015-06-02,1.2835284409652967
2015-06-03,1.2873769680088194
2015-06-04,1.2775812950071117
2015-06-05,1.2745496677475558
2015-06-08,1.2616058738223443
2015-06-09,1.2595067735289054
2015-06-10,1.276764972877677
2015-06-11,1.2786310858432197
2015-06-12,1.2681361620305573
2015-06-15,1.261838957425996
2015-06-16,1.2687191117290746
2015-06-17,1.272217291298955
2015-06-18,1.290758365087486
2015-06-19,1.2843770154727672
2015-06-22,1.2938440030457814
2015-06-23,1.294895815672751
2015-06-24,1.2882340147827587
2015-06-25,1.2856622968064095
2015-06-26,1.2771301468176401
2015-06-29,1.2469757137667894
2015-06-30,1.2514172031873836
2015-07-01,1.2613517058282757
2015-07-02,1.261702342129184
2015-07-06,1.2587803729549478
2015-07-07,1.2619362922146335
2015-07-08,1.2399628914728673
2015-07-09,1.2392619076983167
2015-07-10,1.258196364223122
2015-07-13,1.280286162353081
2015-07-14,1.2887012410233702
2015-07-15,1.2901040750542696
2015-07-16,1.3083370664257474
2015-07-17,1.3276218704241949
2015-07-20,1.332180046060248
2015-07-21,1.3313620872429726
2015-07-22,1.3162847263039141
2015-07-23,1.3113755292639315
2015-07-24,1.2985190574488035
2015-07-27,1.2877664034391252
2015-07-28,1.2988696937497117
2015-07-29,1.3037785056866729
2015-07-30,1.3099733691633195
2015-07-31,1.3084536563654507
2015-08-03,1.3043633809002968
2015-08-04,1.3019088305181832
2015-08-05,1.3119600193745342
2015-08-06,1.290921745044279
2015-08-07,1.2892854423067068
2015-08-10,1.3040124557721227
2015-08-11,1.287298503268226
2015-08-12,1.291740185240331
2015-08-13,1.2896362711591256
2015-08-14,1.291623113921851
2015-08-17,1.3023759604830398
2015-08-18,1.2957138707657814
2015-08-19,1.287181720777012
2015-08-20,1.2515337931270867
2015-08-21,1.196834915288408
2015-08-24,1.1507845848266915
2015-08-25,1.1464602630003329
2015-08-26,1.2041982776074829
2015-08-27,1.2347033469592419
2015-08-28,1.234469589425303
2015-08-31,1.2191585672280612
2015-09-01,1.1810564742990435
2015-09-02,1.2143666340580692
2015-09-03,1.2084054318396062
2015-09-04,1.1940298248811412
2015-09-08,1.2276911985956072
2015-09-09,1.2138990227144362
2015-09-10,1.227106515933494
2015-09-11,1.233885580693477
2015-09-14,1.2301450750474334
2015-09-15,1.2446378496001338
2015-09-16,1.2516506718940557
2015-09-17,1.2521182832376887
2015-09-18,1.234309675395701
2015-09-21,1.238176109729715
2015-09-22,1.2196644000465595
2015-09-23,1.2206018370761984
2015-09-24,1.2161493722194967
2015-09-25,1.2058392015813106
2015-09-28,1.171510155503638
2015-09-29,1.1654179219821723
2015-09-30,1.1922481457530223
2015-10-01,1.1976380476393629
2015-10-02,1.2186100842499519
2015-10-05,1.236066900481967
2015-10-06,1.2302090984247276
2015-10-07,1.237590368034294
2015-10-08,1.242511118164916
2015-10-09,1.2481350664124615
2015-10-12,1.2511811350353168
2015-10-13,1.2430970524118488
2015-10-14,1.241105107034091
2015-10-15,1.2614913056735029
2015-10-16,1.2667639436898528
2015-10-19,1.274027564326407
2015-10-20,1.2674667567037547
2015-10-21,1.259733888035727
2015-10-22,1.2853927246914885
2015-10-23,1.3213615394339255
2015-10-26,1.3221820014208394
2015-10-27,1.3248764709852332
2015-10-28,1.3358896471888317
2015-10-29,1.3337811118713705
2015-10-30,1.3278055645653635
2015-11-02,1.3428025352487218
2015-11-03,1.3474886613636072
2015-11-04,1.3476061177851086
2015-11-05,1.3439742111910764
2015-11-06,1.3449113593934494
2015-11-09,1.3306176831027694
2015-11-10,1.3272194377669206
2015-11-11,1.3255793802748905
2015-11-12,1.3126914262877698
2015-11-13,1.2869159996923047
2015-11-16,1.3054274205481944
2015-11-17,1.3062474011563319
2015-11-18,1.3313205923924267
2015-11-19,1.3322580294220654
2015-11-20,1.3412793565236616
2015-11-23,1.3374132110169137
2015-11-24,1.336241149971538
2015-11-25,1.3374132110169137
2015-11-27,1.3392875074216593
2015-11-30,1.3358896471888317
2015-12-01,1.3492464641044049
2015-12-02,1.3409277574651999
2015-12-03,1.3181980143895689
2015-12-04,1.3490122251916892
2015-12-07,1.3429197991187127
2015-12-08,1.3430366778856824
2015-12-09,1.3226504792462705
2015-12-10,1.3286257377250115
2015-12-11,1.2980461509386279
2015-12-14,1.3078880363028935
2015-12-15,1.3158549513321263
2015-12-16,1.3354210730876452
2015-12-17,1.3159724077536274
2015-12-18,1.2907287121548445
2015-12-21,1.30506638646571
2015-12-22,1.3136455190230798
2015-12-23,1.3233994083469747
2015-12-24,1.3231641104009506
2015-12-28,1.322459083044676
2015-12-29,1.3432603264653113
2015-12-30,1.3311556720235476
2015-12-31,1.314585362946602
2016-01-04,1.2868505321786805
2016-01-05,1.2846176085853342
2016-01-06,1.2722780413005674
2016-01-07,1.2324384598151268
2016-01-08,1.2223318161237062
2016-01-11,1.2260923471268583
2016-01-12,1.2403126612919777
2016-01-13,1.1975348400296504
2016-01-14,1.223036843479981
2016-01-15,1.1850774312203611
2016-01-19,1.1876631091812329
2016-01-20,1.184019938323827
2016-01-21,1.1851951764691286
2016-01-22,1.2195112253198321
2016-01-25,1.2014130200058148
2016-01-26,1.2122249798807758
2016-01-27,1.1820223126765053
2016-01-28,1.1987100781749522
2016-01-29,1.223741967112011
2016-02-01,1.2270322873261361
2016-02-02,1.2004729835307821
2016-02-03,1.1947143455015314
2016-02-04,1.1945967928042747
2016-02-05,1.153112147487527
2016-02-08,1.1354841529625366
2016-02-09,1.1319584385266321
2016-02-10,1.1363067330160679
2016-02-11,1.1346614766332501
2016-02-12,1.151937101893736
2016-02-16,1.1779086422028062
2016-02-17,1.2045862689014597
2016-02-18,1.1908359729738567
2016-02-19,1.1943616874097611
2016-02-22,1.2137529723936027
2016-02-23,1.193774116474988
2016-02-24,1.2051734547332114
2016-02-25,1.2170431963319723
2016-02-26,1.2155154926464113
2016-02-29,1.2045862689014597
2016-03-01,1.2432504196900882
2016-03-02,1.2437203416518492
2016-03-03,1.2413701541885123
2016-03-04,1.2418400761502733
2016-03-07,1.2342013651709571
2016-03-08,1.223976879955014
2016-03-09,1.231850888880354
2016-03-10,1.2299706233787782
2016-03-11,1.2514768941556877
2016-03-14,1.253591879948756
2016-03-15,1.2531220542627504
2016-03-16,1.2642863834022156
2016-03-17,1.263581356045941
2016-03-18,1.2655616520573039
2016-03-21,1.2705121513963227
2016-03-22,1.2744017881873708
2016-03-23,1.2639115818867195
2016-03-24,1.264265202736043
2016-03-28,1.2624970022136701
2016-03-29,1.2827704619435918
2016-03-30,1.289017603155382
2016-03-31,1.2871316573842415
2016-04-01,1.3008044513288046
2016-04-04,1.295854337092807
2016-04-05,1.2833597658419607
2016-04-06,1.3044585013465626
2016-04-07,1.2857172702627027
2016-04-08,1.2847742492392549
2016-04-11,1.2800597217765475
2016-04-12,1.2907857074019995
2016-04-13,1.3072874681411508
2016-04-14,1.3074055022171842
2016-04-15,1.304104880497239
2016-04-18,1.311059167131921
2016-04-19,1.3030441142250238
2016-04-20,1.304104880497239
2016-04-21,1.3042225294702512
2016-04-22,1.2845388550174752
2016-04-25,1.2845388550174752
2016-04-26,1.2782915212541743
2016-04-27,1.2680367091753024
2016-04-28,1.252713556232889
2016-04-29,1.2461131792747966
2016-05-02,1.2579000274482193
2016-05-03,1.2462311170750746
2016-05-04,1.2382158716166667
2016-05-05,1.2378624433188539
2016-05-06,1.244463012828457
2016-05-09,1.2479989324944265
2016-05-10,1.2650900934077023
2016-05-11,1.2536569623593583
2016-05-12,1.2481170628462153
2016-05-13,1.2435199918050093
2016-05-16,1.2590790203479787
2016-05-17,1.243284405031719
2016-05-18,1.2477633457211363
2016-05-19,1.241280617736056
2016-05-20,1.2549532191291084
2016-05-23,1.253303148958524
2016-05-24,1.278409651605963
2016-05-25,1.2876031197580877
2016-05-26,1.2913751075761237
2016-05-27,1.2980932297829837
2016-05-31,1.3005688645555145
2016-06-01,1.3006867060800373
2016-06-02,1.3033976387985922
2016-06-03,1.29726843538708
2016-06-06,1.3019829628497874
2016-06-07,1.2986828225086189
2016-06-08,1.3009221965775721
2016-06-09,1.2988005677573864
2016-06-10,1.2840672000921187
2016-06-13,1.2733411181909113
2016-06-14,1.2733411181909113
2016-06-15,1.269686971897398
2016-06-16,1.2734591522669447
2016-06-17,1.2585322703334656
2016-06-20,1.2664505661062573
2016-06-21,1.2704686347549146
2016-06-22,1.2673956089205671
2016-06-23,1.2854782175622212
2016-06-24,1.2325318472977969
2016-06-27,1.2080677927656684
2016-06-28,1.234541218587269
2016-06-29,1.2564045761406941
2016-06-30,1.2709415412650904
2016-07-01,1.2773237573616072
2016-07-05,1.2695233031133384
2016-07-06,1.279923202755491
2016-07-07,1.2837055883551025
2016-07-08,1.3035599597220766
2016-07-11,1.3110055415362025
2016-07-12,1.317623825784786
2016-07-13,1.3144327658744053
2016-07-14,1.3234151012950932
2016-07-15,1.3212876959295876
2016-07-18,1.330033096716411
2016-07-19,1.3251877305022115
2016-07-20,1.3406695458894071
2016-07-21,1.3375969051580812
2016-07-22,1.3431512460345236
2016-07-25,1.3432699540408444
2016-07-26,1.3448057448898532
2016-07-27,1.3541425676416627
2016-07-28,1.3588698035040736
2016-07-29,1.3618242176078554
2016-08-01,1.369033538718404
2016-08-02,1.3586331576974748
2016-08-03,1.3631245179593297
2016-08-04,1.3670247450834638
2016-08-05,1.3801426055743102
2016-08-08,1.3786063333465248
2016-08-09,1.3817973932569056
2016-08-10,1.378251749739648
2016-08-11,1.384161155601744
2016-08-12,1.3851064872433196
2016-08-15,1.3910153154508837
2016-08-16,1.3833334729331803
2016-08-17,1.3858157507328286
2016-08-18,1.3861700455124393
2016-08-19,1.3858157507328284
2016-08-22,1.3868793090019482
2016-08-23,1.3893609128713094
2016-08-24,1.380379058829398
2016-08-25,1.3781338119393696
2016-08-26,1.3801426055743098
2016-08-29,1.3820336539604827
2016-08-30,1.377542582525894
2016-08-31,1.376124633201408
2016-09-01,1.3796699878913998
2016-09-02,1.384161155601744
2016-09-06,1.3927881372095123
2016-09-07,1.3936154347750547
2016-09-08,1.385460974574441
2016-09-09,1.350596924124405
2016-09-12,1.3748245254014448
2016-09-13,1.3625332885458534
2016-09-14,1.3690335387184038
2016-09-15,1.3903065333401512
2016-09-16,1.3896429045586682
2016-09-19,1.383600541878463
2016-09-20,1.3862073042297518
2016-09-21,1.3998322491239166
2016-09-22,1.4109691396731128
2016-09-23,1.4019647571044545
2016-09-26,1.3902354818327185
2016-09-27,1.4039790384574484
2016-09-28,1.4063484810718514
2016-09-29,1.3961592327823587
2016-09-30,1.4065858970844929
2016-10-03,1.4045715194557435
2016-10-04,1.4024390114752054
2016-10-05,1.407415216440897
2016-10-06,1.4067041237120368
2016-10-07,1.4036235883687738
2016-10-10,1.4125095517583772
2016-10-11,1.3923677972617459
2016-10-12,1.3911830278166668
2016-10-13,1.3862073042297518
2016-10-14,1.3878657503910499
2016-10-17,1.3840746036977034
2016-10-18,1.3963965525192448
2016-10-19,1.396277844512924
2016-10-20,1.3946193020758708
2016-10-21,1.3998322491239166
2016-10-24,1.4166562448161542
2016-10-25,1.412153909118192
2016-10-26,1.40255743065426
2016-10-27,1.3961592327823587
2016-10-28,1.387391784847565
2016-10-31,1.3860884036719205
2016-11-01,1.3756626058515844
2016-11-02,1.3646437493784214
2016-11-03,1.3512557391181215
2016-11-04,1.3465164687862945
2016-11-07,1.3785055326306952
2016-11-08,1.387510300302375
2016-11-09,1.3939082093470103
2016-11-10,1.3713971085117314
2016-11-11,1.371989589510026
2016-11-14,1.3581276137062415
2016-11-15,1.3769657944757177
2016-11-16,1.3851410502394823
2016-11-17,1.395211494246899
2016-11-18,1.389998450923098
2016-11-21,1.4044530040009326
2016-11-22,1.4087184050650303
2016-11-23,1.4030312036462338
2016-11-25,1.4075333467926854
2016-11-28,1.4043345848218785
2016-11-29,1.4091920817812493
2016-11-30,1.3921309589036364
2016-12-01,1.368080023637625
2016-12-02,1.370804723789192
2016-12-05,1.3814678413464143
2016-12-06,1.3847855038750527
2016-12-07,1.4023204960203952
2016-12-08,1.4048082615380972
2016-12-09,1.4158271180112603
2016-12-12,1.4094290164151142
2016-12-13,1.4272010394700767
2016-12-14,1.4242389233058683
2016-12-15,1.4264901392927272
2016-12-16,1.4212023859827907
2016-12-19,1.4270247585620692
2016-12-20,1.4324910071223858
2016-12-21,1.4314216723079463
2016-12-22,1.4273814602355634
2016-12-23,1.4283318944921717
2016-12-27,1.4356993003929706
2016-12-28,1.4245294835354516
2016-12-29,1.422509425637138
2016-12-30,1.4078933218418612
2017-01-03,1.4204890789115585
2017-01-04,1.4282129939343406
2017-01-05,1.4362938994578829
2017-01-06,1.448889367700314
2017-01-09,1.4536427905681744
2017-01-10,1.4568512763902697
2017-01-11,1.4607723953533103
2017-01-12,1.4585149214423552
2017-01-13,1.4635056640471016
2017-01-17,1.4591089428527353
2017-01-18,1.4620797238349232
2017-01-19,1.461366898142467
2017-01-20,1.464574998861541
2017-01-23,1.4657633305095672
2017-01-24,1.475626011436984
2017-01-25,1.490479723796413
2017-01-26,1.4920247571179333
2017-01-27,1.494876733818045
2017-01-30,1.48323112217769
2017-01-31,1.4802602449197466
2017-02-01,1.4904797237964127
2017-02-02,1.489172780417821
2017-02-03,1.4934506973301112
2017-02-06,1.495233146664273
2017-02-07,1.5006992989488341
2017-02-08,1.503194573975452
2017-02-09,1.5086606299842578
2017-02-10,1.5136517576920254
2017-02-13,1.5222073989650953
2017-02-14,1.5273170421276732
2017-02-15,1.5363479968048024
2017-02-16,1.5358727796764984
2017-02-17,1.5425270710575751
2017-02-21,1.5501321817982814
2017-02-22,1.5507262994844166
2017-02-23,1.5449037343536276
2017-02-24,1.5478742265085494
2017-02-27,1.549775768952053
2017-02-28,1.5450229237387247
2017-03-01,1.5618965977207122
2017-03-02,1.5540534933128327
2017-03-03,1.5569055662887
2017-03-06,1.5534593756266972
2017-03-07,1.5508452963180033
2017-03-08,1.553578468736039
2017-03-09,1.5547669929355759
2017-03-10,1.5613021912073104
2017-03-13,1.563916174240249
2017-03-14,1.5601140521107948
2017-03-15,1.5697397984043466
2017-03-16,1.5686698859353752
2017-03-17,1.5681219806117976
2017-03-20,1.56955052026937
2017-03-21,1.5457358457069361
2017-03-22,1.5562146914684587
2017-03-23,1.5522849076874383
2017-03-24,1.5554998439851409
2017-03-27,1.5580007030055678
2017-03-28,1.567526515065088
2017-03-29,1.5747901357016423
2017-03-30,1.5774097990041454
2017-03-31,1.576338153571578
2017-04-03,1.5753861789028845
2017-04-04,1.5778865565445348
2017-04-05,1.5714562025703533
2017-04-06,1.5722895655084816
2017-04-07,1.5714562025703536
2017-04-10,1.5720515718413082
2017-04-11,1.565264034814856
2017-04-12,1.5589527739500169
2017-04-13,1.5527613764005623
2017-04-17,1.5656213141428823
2017-04-18,1.5632395482317973
2017-04-19,1.5657405998037348
2017-04-20,1.578838723764739
2017-04-21,1.578481444436713
2017-04-24,1.5975342238648176
2017-04-25,1.609084618783152
2017-04-26,1.606821849705654
2017-04-27,1.6164670437017823
2017-04-28,1.6193252783259904
2017-05-01,1.6337335227655119
2017-05-02,1.6364721829016013
2017-05-03,1.6312328562965954
2017-05-04,1.6318278404645288
2017-05-05,1.6377813406225654
2017-05-08,1.6413543264543364
2017-05-09,1.6470696403936893
2017-05-10,1.6480221927169147
2017-05-11,1.646712264789908
2017-05-12,1.6504038623522441
2017-05-15,1.6556431889572503
2017-05-16,1.6625498190930443
2017-05-17,1.6202774455461944
2017-05-18,1.6344480814215638
2017-05-19,1.6413543264543367
2017-05-22,1.6551666239683713
2017-05-23,1.6568339274991593
2017-05-24,1.6644555013940268
2017-05-25,1.6786257521663748
2017-05-26,1.681602405969638
2017-05-30,1.6830309456272101
2017-05-31,1.6824355763562555
2017-06-01,1.6889850234397787
2017-06-02,1.708276181638078
2017-06-05,1.7079178432767435
2017-06-06,1.701130787629068
2017-06-07,1.7077988464431568
2017-06-08,1.7095851468075316
2017-06-09,1.6668364008233136
2017-06-12,1.6579054766559713
2017-06-13,1.6713617464267994
2017-06-14,1.6640973555842027
2017-06-15,1.6567155083201046
2017-06-16,1.6495271753242178
2017-06-19,1.6771090239169213
2017-06-20,1.663974507720403
2017-06-21,1.6804522957964774
2017-06-22,1.6799747680500454
2017-06-23,1.6864217777298989
2017-06-26,1.678541992259239
2017-06-27,1.648094206981901
2017-06-28,1.6718548708455951
2017-06-29,1.642840053910574
2017-06-30,1.6434381189026779
2017-07-03,1.6261238870643049
2017-07-05,1.6421235697394154
2017-07-06,1.6273180915334062
2017-07-07,1.6448707021419742
