Date,TLT
2014-09-24,1.1464626151020456
2014-09-25,1.1600448358292845
2014-09-26,1.1583467762197828
2014-09-29,1.167632879471406
2014-09-30,1.1610430791098068
2014-10-01,1.1835562647611109
2014-10-02,1.173245664861407
2014-10-03,1.1782513411266193
2014-10-06,1.178952182977769
2014-10-07,1.1948685947167161
2014-10-08,1.1951689701603825
2014-10-09,1.1899633170719712
2014-10-10,1.2017755890855737
2014-10-13,1.2090833575185655
2014-10-14,1.2169920819433246
2014-10-15,1.226602455305181
2014-10-16,1.2187941295008897
2014-10-17,1.2119865082303292
2014-10-20,1.2163916387126423
2014-10-21,1.2066813794914033
2014-10-22,1.2079829722298858
2014-10-23,1.1972710855049626
2014-10-24,1.1984721770707607
2014-10-27,1.200675306349111
2014-10-28,1.193166843227401
2014-10-29,1.1958694018026634
2014-10-30,1.1968711318585648
2014-10-31,1.193767594114734
2014-11-03,1.1937676966669513
2014-11-04,1.1974802920276941
2014-11-05,1.1957739256886135
2014-11-06,1.188047128896857
2014-11-07,1.201695495804077
2014-11-10,1.1906565700590608
2014-11-11,1.1914595539183672
2014-11-12,1.1904558753703425
2014-11-13,1.1932658061168302
2014-11-14,1.199085952089656
2014-11-17,1.1960760445199692
2014-11-18,1.1993868402944077
2014-11-19,1.1917602370186846
2014-11-20,1.197982285130032
2014-11-21,1.2052081143416207
2014-11-24,1.206210664815258
2014-11-25,1.2162460145644667
2014-11-26,1.2195574256522073
2014-11-28,1.2291907707106775
2014-12-01,1.2220199094874142
2014-12-02,1.210151541411099
2014-12-03,1.2148787884070882
2014-12-04,1.2250369957122926
2014-12-05,1.2178960797364007
2014-12-08,1.2327821493508966
2014-12-09,1.2391181329753587
2014-12-10,1.2481703146199477
2014-12-11,1.2532992586500242
2014-12-12,1.2702972886219352
2014-12-15,1.2676825147444462
2014-12-16,1.2833722860837677
2014-12-17,1.2718062419432425
2014-12-18,1.24917614676453
2014-12-19,1.2659725590777695
2014-12-22,1.2676825147444462
2014-12-23,1.2425373264431927
2014-12-24,1.2493005426037813
2014-12-26,1.2539377487532226
2014-12-29,1.2633109188371001
2014-12-30,1.2667373935123427
2014-12-31,1.269156702864182
2015-01-02,1.2832670675091
2015-01-05,1.3034260644663758
2015-01-06,1.3269095991951712
2015-01-07,1.3242890823935287
2015-01-08,1.3067515252078488
2015-01-09,1.3210645330336086
2015-01-12,1.3286236569505292
2015-01-13,1.3286236569505292
2015-01-14,1.3387017709742373
2015-01-15,1.359767432082232
2015-01-16,1.3424310823463552
2015-01-20,1.3602713736766934
2015-01-21,1.3445481703146214
2015-01-22,1.3397107822375474
2015-01-23,1.3583563135759666
2015-01-26,1.354223869438723
2015-01-27,1.3563405471981211
2015-01-28,1.37851469521994
2015-01-29,1.3694430286541164
2015-01-30,1.3937335467786824
2015-02-02,1.3884711823142561
2015-02-03,1.359082485824721
2015-02-04,1.3614053960925567
2015-02-05,1.3464577951478456
2015-02-06,1.3226237369412583
2015-02-09,1.3205020341232259
2015-02-10,1.3099995590254678
2015-02-11,1.3124232781226393
2015-02-12,1.3080809095971453
2015-02-13,1.2946484151067632
2015-02-17,1.2751556999034994
2015-02-18,1.2827303092051905
2015-02-19,1.274247292365091
2015-02-20,1.2779837823924005
2015-02-23,1.2926281364313683
2015-02-24,1.3095955032903888
2015-02-25,1.3152506427460213
2015-02-26,1.2972734442059546
2015-02-27,1.3081807954565277
2015-03-02,1.283814901452448
2015-03-03,1.2791593384561593
2015-03-04,1.2795647273700594
2015-03-05,1.277945427863233
2015-03-06,1.249713417829524
2015-03-09,1.2612490039615927
2015-03-10,1.2778451317949822
2015-03-11,1.2871537965343507
2015-03-12,1.2862434405038188
2015-03-13,1.2822966158793905
2015-03-16,1.2946422619737405
2015-03-17,1.3053677881435282
2015-03-18,1.3305646627621621
2015-03-19,1.3237853459035005
2015-03-20,1.3307671008385695
2015-03-23,1.3291480064361771
2015-03-24,1.3419999528259803
2015-03-25,1.330666497113668
2015-03-26,1.3099210040272256
2015-03-27,1.3262130645371355
2015-03-30,1.3196359806504476
2015-03-31,1.3224694984068515
2015-04-01,1.3398396903743464
2015-04-02,1.3256437971804294
2015-04-06,1.318240757737821
2015-04-07,1.3292941433454377
2015-04-08,1.329699429707121
2015-04-09,1.312461222442937
2015-04-10,1.3143876658397537
2015-04-13,1.3162139157205368
2015-04-14,1.3255419628289231
2015-04-15,1.3244263998121242
2015-04-16,1.317835881585006
2015-04-17,1.3329440793015783
2015-04-20,1.3211816476654499
2015-04-21,1.3151993666375075
2015-04-22,1.2951211808272474
2015-04-23,1.3006984831501578
2015-04-24,1.3088110813823628
2015-04-27,1.3088110813823628
2015-04-28,1.2907608656637741
2015-04-29,1.274941878531001
2015-04-30,1.277172902012382
2015-05-01,1.2599804330369917
2015-05-04,1.2480917596217056
2015-05-05,1.2463640624214836
2015-05-06,1.2250262277295043
2015-05-07,1.2414869866364209
2015-05-08,1.2448400339242738
2015-05-11,1.2145599535643565
2015-05-12,1.2177099474624997
2015-05-13,1.2079550780268549
2015-05-14,1.2112071113809377
2015-05-15,1.2354920916857843
2015-05-18,1.214762904401849
2015-05-19,1.2039922552565705
2015-05-20,1.2060247376457909
2015-05-21,1.2228919109887777
2015-05-22,1.2234001597763542
2015-05-26,1.2443319902411312
2015-05-27,1.2471776091591438
2015-05-28,1.2441292445080727
2015-05-29,1.24687231120906
2015-06-01,1.2334716079059558
2015-06-02,1.216262012710322
2015-06-03,1.1967111504000052
2015-06-04,1.212291088314893
2015-06-05,1.1975258252120524
2015-06-08,1.1962016709858243
2015-06-09,1.186731383952424
2015-06-10,1.1763453056209896
2015-06-11,1.2010896173058918
2015-06-12,1.2010896173058918
2015-06-15,1.203023341910117
2015-06-16,1.2124945519134707
2015-06-17,1.2031263043360103
2015-06-18,1.1972196042920153
2015-06-19,1.2125957709516741
2015-06-22,1.187851049057904
2015-06-23,1.1807235674224423
2015-06-24,1.1909058744986478
2015-06-25,1.186731383952424
2015-06-26,1.1733911864573645
2015-06-29,1.2044501509055874
2015-06-30,1.1960994264254503
2015-07-01,1.1799548360036223
2015-07-02,1.1838329506426435
2015-07-06,1.2057746127884668
2015-07-07,1.2171028383377107
2015-07-08,1.2276139278216986
2015-07-09,1.203426987436328
2015-07-10,1.1843425326090413
2015-07-13,1.1806694198518533
2015-07-14,1.1845472268342234
2015-07-15,1.1971003360636152
2015-07-16,1.2053666600691406
2015-07-17,1.2115916821947814
2015-07-20,1.2064888889800462
2015-07-21,1.2130204396823752
2015-07-22,1.220572897705189
2015-07-23,1.2357782123712842
2015-07-24,1.2388402164672199
2015-07-27,1.2454737040732717
2015-07-28,1.2363910644202265
2015-07-29,1.2317982633807574
2015-07-30,1.2412897787230817
2015-07-31,1.250474970593152
2015-08-03,1.263637445096107
2015-08-04,1.2536145041651585
2015-08-05,1.2442044152831522
2015-08-06,1.2552510324444452
2015-08-07,1.2717174317232982
2015-08-10,1.2559665392626296
2015-08-11,1.2759110995341059
2015-08-12,1.2689555979665952
2015-08-13,1.2648644823728128
2015-08-14,1.2678306001458297
2015-08-17,1.273558756779984
2015-08-18,1.2635353030879504
2015-08-19,1.2760131389900458
2015-08-20,1.2888999531336374
2015-08-21,1.2927867847111059
2015-08-24,1.2923773962607417
2015-08-25,1.2716154948195753
2015-08-26,1.2470690063613143
2015-08-27,1.2477844106272813
2015-08-28,1.2514660352184825
2015-08-31,1.2418519699768131
2015-09-01,1.2508009840910748
2015-09-02,1.2400383340187242
2015-09-03,1.2460857357044774
2015-09-04,1.2574630837656764
2015-09-08,1.238910464735882
2015-09-09,1.244855109100176
2015-09-10,1.2364509549149687
2015-09-11,1.2442404111113277
2015-09-14,1.2461880828170684
2015-09-15,1.2223059276206962
2015-09-16,1.217693128898907
2015-09-17,1.2325557140557042
2015-09-18,1.251517926640297
2015-09-21,1.231120905987306
2015-09-22,1.2482375888743151
2015-09-23,1.2481359596272432
2015-09-24,1.2566430762383436
2015-09-25,1.2457780790534019
2015-09-28,1.2670983773162698
2015-09-29,1.2706854487633739
2015-09-30,1.26627826723672
2015-10-01,1.2716806154773856
2015-10-02,1.2793840303636603
2015-10-05,1.26202573445334
2015-10-06,1.2674695137896836
2015-10-07,1.263258617206416
2015-10-08,1.2526791253936722
2015-10-09,1.2559656162926758
2015-10-12,1.2655178425474791
2015-10-13,1.2676755411936873
2015-10-14,1.2787674864349055
2015-10-15,1.2725021612879739
2015-10-16,1.2729133956782446
2015-10-19,1.2694211850318888
2015-10-20,1.261615012824155
2015-10-21,1.2741463809835374
2015-10-22,1.2763029515553583
2015-10-23,1.2654151877782371
2015-10-26,1.2738371860492068
2015-10-27,1.2770218425967044
2015-10-28,1.2718858224636531
2015-10-29,1.251651859835732
2015-10-30,1.2611016364257273
2015-11-02,1.2553061029849875
2015-11-03,1.2450117063355735
2015-11-04,1.2464530777458611
2015-11-05,1.243159408191666
2015-11-06,1.224939878762769
2015-11-09,1.2180433447200478
2015-11-10,1.2216461066563569
2015-11-11,1.2190720460090267
2015-11-12,1.224939878762769
2015-11-13,1.2319398879924683
2015-11-16,1.230807301307643
2015-11-17,1.2328658319599881
2015-11-18,1.23543948239845
2015-11-19,1.243674117768915
2015-11-20,1.2398657386374707
2015-11-23,1.243674117768915
2015-11-24,1.243572180865192
2015-11-25,1.2464530777458611
2015-11-27,1.2452179388440108
2015-11-30,1.250158699555846
2015-12-01,1.2670459731333699
2015-12-02,1.267458130493594
2015-12-03,1.233004380005189
2015-12-04,1.2438359451673806
2015-12-07,1.255905110484631
2015-12-08,1.2565235003532924
2015-12-09,1.2551825275634723
2015-12-10,1.2568331054964914
2015-12-11,1.2766391177227667
2015-12-14,1.2601348766758316
2015-12-15,1.2527072247011375
2015-12-16,1.25002517656928
2015-12-17,1.2641576924930757
2015-12-18,1.2711718539287247
2015-12-21,1.2708620436810918
2015-12-22,1.2616816717652215
2015-12-23,1.2521911819450673
2015-12-24,1.2593652222870584
2015-12-28,1.2630866371384655
2015-12-29,1.242102505043006
2015-12-30,1.2408614181125681
2015-12-31,1.2464440531507637
2016-01-04,1.255436857061695
2016-01-05,1.2503720081672591
2016-01-06,1.2672214399767006
2016-01-07,1.2694956379414495
2016-01-08,1.2751807226444531
2016-01-11,1.2612263399216301
2016-01-12,1.2794190006696666
2016-01-13,1.2920304621105458
2016-01-14,1.2799356587390391
2016-01-15,1.299886987456839
2016-01-19,1.295855352148931
2016-01-20,1.3094996169674702
2016-01-21,1.300610288243517
2016-01-22,1.2956480941183235
2016-01-25,1.3026776383865262
2016-01-26,1.303297976747311
2016-01-27,1.3029873460819419
2016-01-28,1.3048479509554285
2016-01-29,1.3159091305315391
2016-02-01,1.311880366685708
2016-02-02,1.3362188792478418
2016-02-03,1.325136881571675
2016-02-04,1.331558188640702
2016-02-05,1.3331116496241981
2016-02-08,1.3617998119192347
2016-02-09,1.3632497977157527
2016-02-10,1.3752628669702902
2016-02-11,1.3848946737455048
2016-02-12,1.3619032871062127
2016-02-16,1.3475071094324456
2016-02-17,1.3392219158189873
2016-02-18,1.3556886227544913
2016-02-19,1.3568281829900741
2016-02-22,1.3561030362634896
2016-02-23,1.3615922462319752
2016-02-24,1.3589002505350662
2016-02-25,1.3637670710984267
2016-02-26,1.350614339056089
2016-02-29,1.3565172446680538
2016-03-01,1.3326315001440858
2016-03-02,1.338131067886491
2016-03-03,1.3430077334626858
2016-03-04,1.3343952957247005
2016-03-07,1.3339797541413148
2016-03-08,1.3487143541312645
2016-03-09,1.3405169452155798
2016-03-10,1.3350178902342598
2016-03-11,1.3215283767112116
2016-03-14,1.3256790751430858
2016-03-15,1.3269243667144215
2016-03-16,1.3308673969068199
2016-03-17,1.336366656992574
2016-03-18,1.3391680759050488
2016-03-21,1.3288964458478143
2016-03-22,1.328584482003624
2016-03-23,1.343630122867811
2016-03-24,1.3441488319815238
2016-03-28,1.3459133454276577
2016-03-29,1.360024838146963
2016-03-30,1.345705984844833
2016-03-31,1.3552514426533124
2016-04-01,1.3587863150219508
2016-04-04,1.3596187313675436
2016-04-05,1.3744869568962774
2016-04-06,1.3645055496132241
2016-04-07,1.3813501614684653
2016-04-08,1.3726159942488714
2016-04-11,1.3708480965795755
2016-04-12,1.3613863213801882
2016-04-13,1.366169356782239
2016-04-14,1.3596187313675434
2016-04-15,1.3712635356107439
2016-04-18,1.3653372480932973
2016-04-19,1.3610742549837807
2016-04-20,1.3461018364025497
2016-04-21,1.3380951746105316
2016-04-22,1.3346633672200037
2016-04-25,1.3291530314948108
2016-04-26,1.3231224483726496
2016-04-27,1.336327276941236
2016-04-28,1.3418384330841653
2016-04-29,1.3452696251613911
2016-05-02,1.3317254513066685
2016-05-03,1.3484995072365968
2016-05-04,1.3558970088594857
2016-05-05,1.3649607789045983
2016-05-06,1.3591267883824742
2016-05-09,1.363398293326004
2016-05-10,1.3635023838262845
2016-05-11,1.3712126697110998
2016-05-12,1.3649607789045983
2016-05-13,1.3781930914673477
2016-05-16,1.3663158013481513
2016-05-17,1.3686081510553134
2016-05-18,1.34912507576045
2016-05-19,1.3549595790436593
2016-05-20,1.356000484046464
2016-05-23,1.3590223902255425
2016-05-24,1.3529795008373382
2016-05-25,1.3478738361605265
2016-05-26,1.3548546681256424
2016-05-27,1.352875923098143
2016-05-31,1.3561046770989613
2016-06-01,1.361606911199009
2016-06-02,1.3714209532638773
2016-06-03,1.3909438188189465
2016-06-06,1.3806077859694204
2016-06-07,1.3839494499611833
2016-06-08,1.391361616551107
2016-06-09,1.4003401657038719
2016-06-10,1.4071265586655082
2016-06-13,1.4133899353203165
2016-06-14,1.412346056303218
2016-06-15,1.417775478329178
2016-06-16,1.42466647455218
2016-06-17,1.4157917082430447
2016-06-20,1.400653975487969
2016-06-21,1.3941798540271741
2016-06-22,1.3964776390018387
2016-06-23,1.3805036954691405
2016-06-24,1.4175664769108811
2016-06-27,1.452958580185066
2016-06-28,1.4559861267360812
2016-06-29,1.4448156264966219
2016-06-30,1.450139009530178
2016-07-01,1.4702738041642358
2016-07-05,1.4886828500901954
2016-07-06,1.4910878021316512
2016-07-07,1.4909839167358048
2016-07-08,1.5019663362092404
2016-07-11,1.4887875559037782
2016-07-12,1.4643124437885668
2016-07-13,1.4815703410784193
2016-07-14,1.460023504968143
2016-07-15,1.4474723442308746
2016-07-18,1.4461122967286875
2016-07-19,1.4542711460107707
2016-07-20,1.4463218109080698
2016-07-21,1.449250907330741
2016-07-22,1.4517617958123834
2016-07-25,1.4507150453332083
2016-07-26,1.4530159068743833
2016-07-27,1.4711106302551609
2016-07-28,1.4683923811906936
2016-07-29,1.480628706621695
2016-08-01,1.4645759004341046
2016-08-02,1.4494865723254649
2016-08-03,1.4503255520129472
2016-08-04,1.4612224429373837
2016-08-05,1.4460296396417656
2016-08-08,1.4487527086604333
2016-08-09,1.4630049030214969
2016-08-10,1.468663016491423
2016-08-11,1.4555651498851938
2016-08-12,1.4678244470128088
2016-08-15,1.4539933320548502
2016-08-16,1.4501154225202628
2016-08-17,1.4588127734939447
2016-08-18,1.461117942228235
2016-08-19,1.4534684698081155
2016-08-22,1.4657288950101177
2016-08-23,1.4673011230493296
2016-08-24,1.463842857186809
2016-08-25,1.4582890393215973
2016-08-26,1.4498005872139952
2016-08-29,1.4691863404549015
2016-08-30,1.4635280218805415
2016-08-31,1.4656240866443178
2016-09-01,1.4672407197935013
2016-09-02,1.4552729786188887
2016-09-06,1.4658758523371143
2016-09-07,1.4648255125303433
2016-09-08,1.4464552313424195
2016-09-09,1.4226265058511174
2016-09-12,1.4233610873816682
2016-09-13,1.407194858442048
2016-09-14,1.409294409981203
2016-09-15,1.4032048593342523
2016-09-16,1.4145428273441139
2016-09-19,1.4099239780415203
2016-09-20,1.414857867754815
2016-09-21,1.4262998237127398
2016-09-22,1.437637381513733
2016-09-23,1.436272616609563
2016-09-26,1.4454061221622527
2016-09-27,1.45600756014944
2016-09-28,1.4528586943256843
2016-09-29,1.4565324223961746
2016-09-30,1.4435168026679996
2016-10-03,1.4387524317694473
2016-10-04,1.4219252537911
2016-10-05,1.4153002780190613
2016-10-06,1.4074123716943585
2016-10-07,1.4083593388663682
2016-10-10,1.4000518914218156
2016-10-11,1.3968964622561701
2016-10-12,1.398263893517983
2016-10-13,1.40352174568486
2016-10-14,1.3838563325481263
2016-10-17,1.3926895652093667
2016-10-18,1.397212425636825
2016-10-19,1.3983690095404342
2016-10-20,1.3998419670335658
2016-10-21,1.4019442874825805
2016-10-24,1.3958444816139273
2016-10-25,1.3995264138617796
2016-10-26,1.3900608442303626
2016-10-27,1.3749171634466997
2016-10-28,1.371867465616807
2016-10-31,1.3802805418448956
2016-11-01,1.3803860680762143
2016-11-02,1.3863921412185065
2016-11-03,1.3757497848967264
2016-11-04,1.388077586905314
2016-11-07,1.376276595635584
2016-11-08,1.370692319761916
2016-11-09,1.3125309579505158
2016-11-10,1.293143871530788
2016-11-11,1.2858738423136613
2016-11-14,1.2781823234845615
2016-11-15,1.2845040523508569
2016-11-16,1.296094606471251
2016-11-17,1.2770228681188756
2016-11-18,1.27333519294687
2016-11-21,1.2764965701411028
2016-11-22,1.2760744652158276
2016-11-23,1.2711226288645534
2016-11-25,1.2730194346706498
2016-11-28,1.2823971170520765
2016-11-29,1.2877703404631067
2016-11-30,1.2669082455059069
2016-12-01,1.2535313343171524
2016-12-02,1.2627163210827888
2016-12-05,1.261344377523427
2016-12-06,1.2603939235760384
2016-12-07,1.2711626242291936
2016-12-08,1.2561701054134256
2016-12-09,1.2405446343141786
2016-12-12,1.2428684675519674
2016-12-13,1.2473022101028306
2016-12-14,1.233366184226855
2016-12-15,1.239595000784526
2016-12-16,1.2367446644645304
2016-12-19,1.250047430400376
2016-12-20,1.243818203633837
2016-12-21,1.2493084391244929
2016-12-22,1.247074646733252
2016-12-23,1.2496148651489638
2016-12-27,1.2455926646450222
2016-12-28,1.2546966351592086
2016-12-29,1.2591415559017276
2016-12-30,1.2610472837507052
2017-01-03,1.266446042663775
2017-01-04,1.271315221928127
2017-01-05,1.2912159924029334
2017-01-06,1.2793602382493123
2017-01-09,1.2896287917400362
2017-01-10,1.2887815053229748
2017-01-11,1.2931217202519112
2017-01-12,1.2902629746501193
2017-01-13,1.2841237887301284
2017-01-17,1.2975674614121664
2017-01-18,1.280948156777729
2017-01-19,1.2721622006885374
2017-01-20,1.2696218797206085
2017-01-23,1.2823240998735548
2017-01-24,1.2735381437843631
2017-01-25,1.2575545603432645
2017-01-26,1.261788531175363
2017-01-27,1.266340208775805
2017-01-30,1.2625293683911523
2017-01-31,1.2713152219281267
2017-02-01,1.2634541842842844
2017-02-02,1.2629242969789156
2017-02-03,1.2623934867035937
2017-02-06,1.2700315758276235
2017-02-07,1.2793672118000696
2017-02-08,1.2967644775528595
2017-02-09,1.281807031595314
2017-02-10,1.2810646560962693
2017-02-13,1.2770330207883613
2017-02-14,1.2678045518827064
2017-02-15,1.261969228181761
2017-02-16,1.268864941806746
2017-02-17,1.2763964791772866
2017-02-21,1.2741684297101992
2017-02-22,1.2762905427370996
2017-02-23,1.2801096898513313
2017-02-24,1.294324862862049
2017-02-27,1.2866872864991044
2017-02-28,1.2914607845449717
2017-03-01,1.2698205233649853
2017-03-02,1.2652505914699126
2017-03-03,1.2685444661285419
2017-03-06,1.262486706668869
2017-03-07,1.2586599706905772
2017-03-08,1.251857579583085
2017-03-09,1.2418668400482824
2017-03-10,1.246224386301896
2017-03-13,1.238359964434892
2017-03-14,1.2443113772455097
2017-03-15,1.2595104362263663
2017-03-16,1.2531332266106603
2017-03-17,1.2609987765520518
2017-03-20,1.2664190714306967
2017-03-21,1.2769419544196425
2017-03-22,1.2820434144555564
2017-03-23,1.28023623928714
2017-03-24,1.284807196704383
2017-03-27,1.290652980731465
2017-03-28,1.2820434144555566
2017-03-29,1.289695963442187
2017-03-30,1.2792803500722494
2017-03-31,1.283000124088184
2017-04-03,1.295941085802365
2017-04-04,1.2889114389819452
2017-04-05,1.29285252068222
2017-04-06,1.2909351018805015
2017-04-07,1.285716322108311
2017-04-10,1.291681169259359
2017-04-11,1.3039299035086205
2017-04-12,1.3110662046347463
2017-04-13,1.3151140431929442
2017-04-17,1.3110662046347463
2017-04-18,1.3282150889179014
2017-04-19,1.3209722360382865
2017-04-20,1.315859392706283
2017-04-21,1.315859392706283
2017-04-24,1.3093625046533084
2017-04-25,1.2935979727477753
2017-04-26,1.3007345815305524
2017-04-27,1.3003083745165962
2017-04-28,1.3031842463386312
2017-05-01,1.2923507326843162
2017-05-02,1.298968119592295
2017-05-03,1.2998222770078973
2017-05-04,1.2934177885024625
2017-05-05,1.294592319044051
2017-05-08,1.2875476995999455
2017-05-09,1.2874409427420224
2017-05-10,1.2859467569399665
2017-05-11,1.2859467569399665
2017-05-12,1.2956595799666313
2017-05-15,1.292137321520687
2017-05-16,1.2969402520528406
2017-05-17,1.3158324214732051
2017-05-18,1.317327017484129
2017-05-19,1.3204216331850787
2017-05-22,1.3167932331945134
2017-05-23,1.3079340548223657
2017-05-24,1.3152984320791554
2017-05-25,1.3157258697197163
2017-05-26,1.3179669433183658
2017-05-30,1.3244781886817238
2017-05-31,1.3277871385162558
2017-06-01,1.3279267120836271
2017-06-02,1.343649095027963
2017-06-05,1.3353058568596687
2017-06-06,1.3425796805088255
2017-06-07,1.3361616551107434
2017-06-08,1.3326319103529563
2017-06-09,1.3306002483814718
2017-06-12,1.330172297979826
2017-06-13,1.3303859142478893
2017-06-14,1.3509226110204686
2017-06-15,1.3487829615644569
2017-06-16,1.3514575233844714
2017-06-19,1.349531900405391
2017-06-20,1.3616191149128378
2017-06-21,1.3643998182774735
2017-06-22,1.3673943430146065
2017-06-23,1.3667530840015485
2017-06-26,1.3718868479858253
2017-06-27,1.3572332642473253
2017-06-28,1.3527408618283236
2017-06-29,1.341402586161811
2017-06-30,1.3383014071189718
2017-07-03,1.3339926757206622
2017-07-05,1.3343141769210358
2017-07-06,1.3232743282060664
2017-07-07,1.3153425295324768
2017-07-10,1.317271741839153
