Date,SPY
2014-05-27,1.0516356704371896
2014-05-28,1.0508670448218909
2014-05-29,1.0563030772391637
2014-05-30,1.0580050412527393
2014-06-02,1.0592132753805743
2014-06-03,1.0586641987320475
2014-06-04,1.060805669142361
2014-06-05,1.0677242187222362
2014-06-06,1.0728310298051495
2014-06-09,1.0739290809864048
2014-06-10,1.0740393660487833
2014-06-11,1.0703053997608845
2014-06-12,1.062727488470104
2014-06-13,1.065967316409068
2014-06-16,1.0668457165077527
2014-06-17,1.0698107508329573
2014-06-18,1.0776631493901019
2014-06-19,1.0788707708231462
2014-06-20,1.0810613589325375
2014-06-23,1.0807301973980066
2014-06-24,1.0742200088963272
2014-06-25,1.0790753087675387
2014-06-26,1.0783027006360986
2014-06-27,1.0803994443266698
2014-06-30,1.079847508435785
2014-07-01,1.087075468885111
2014-07-02,1.0881789322036866
2014-07-03,1.093530923318795
2014-07-07,1.089723740003373
2014-07-08,1.082716758141998
2014-07-09,1.0875718537816126
2014-07-10,1.0832683876854874
2014-07-11,1.0847578487223875
2014-07-14,1.090220227015673
2014-07-15,1.0881789322036866
2014-07-16,1.0922064814122687
2014-07-17,1.0797926722519915
2014-07-18,1.0908274075535456
2014-07-21,1.0887856021625666
2014-07-22,1.0935309233187953
2014-07-23,1.0959581137333079
2014-07-24,1.096013256264497
2014-07-25,1.0908824479689363
2014-07-28,1.0913234861026515
2014-07-29,1.086634124404
2014-07-30,1.0867992456501723
2014-07-31,1.0653370577007353
2014-08-01,1.0620818102761977
2014-08-04,1.0697511152066344
2014-08-05,1.059378294510948
2014-08-06,1.059709456045479
2014-08-07,1.0539717735594412
2014-08-08,1.0661646041317674
2014-08-11,1.0692545260785358
2014-08-12,1.067764554462643
2014-08-13,1.0749926170277675
2014-08-14,1.080068282792139
2014-08-15,1.079847508435785
2014-08-18,1.0888957851091465
2014-08-19,1.0945788356429875
2014-08-20,1.0975029215329941
2014-08-21,1.1007030264263424
2014-08-22,1.0989924846856929
2014-08-25,1.1045651480413567
2014-08-26,1.1052825115258091
2014-08-27,1.1048409628131013
2014-08-28,1.1042341907384228
2014-08-29,1.1073790509847834
2014-09-02,1.1068275235570926
2014-09-03,1.106220751482414
2014-09-04,1.1046203926883444
2014-09-05,1.1095856712745389
2014-09-08,1.106716625799923
2014-09-09,1.0997095418227496
2014-09-10,1.1038478866727026
2014-09-11,1.1051170839322413
2014-09-12,1.0986618337301541
2014-09-15,1.0978340830675246
2014-09-16,1.1061100579568413
2014-09-17,1.107599825341137
2014-09-18,1.1135034459997348
2014-09-19,1.1124997498162925
2014-09-22,1.1039083392254136
2014-09-23,1.097589209382725
2014-09-24,1.1061812326683949
2014-09-25,1.0883321059014341
2014-09-26,1.0969795780656888
2014-09-29,1.0949838268998326
2014-09-30,1.092101302139815
2014-10-01,1.0773013531160216
2014-10-02,1.0774675976359773
2014-10-03,1.0893296751369668
2014-10-06,1.0880545551611152
2014-10-07,1.0712590592030626
2014-10-08,1.0899948574483864
2014-10-09,1.0683772492536345
2014-10-10,1.0561820700179427
2014-10-13,1.038832085274043
2014-10-14,1.0404395921740075
2014-10-15,1.03340013748871
2014-10-16,1.0325131596629515
2014-10-17,1.0447075219722552
2014-10-20,1.054851603279305
2014-10-21,1.0757491929788436
2014-10-22,1.0680996985133158
2014-10-23,1.0805160605685555
2014-10-24,1.0888308394613018
2014-10-27,1.0873343324343052
2014-10-28,1.0998062454839281
2014-10-29,1.0981431875895804
2014-10-30,1.1051831528538703
2014-10-31,1.1178215146550459
2014-11-03,1.1184313502036793
2014-11-04,1.114551051976532
2014-11-05,1.121590608777628
2014-11-06,1.1260805383218115
2014-11-07,1.1271337606675258
2014-11-10,1.130681263507366
2014-11-11,1.131789730500068
2014-11-12,1.1305703657501964
2014-11-13,1.131845281494451
2014-11-14,1.1321228322347703
2014-11-17,1.1328430549615807
2014-11-18,1.1393838782028096
2014-11-19,1.1375551884832973
2014-11-20,1.1395504290701608
2014-11-21,1.145647457051115
2014-11-24,1.1488628793142381
2014-11-25,1.1480314524828628
2014-11-26,1.1509690176582712
2014-11-28,1.1485299818111327
2014-12-01,1.140548100421492
2014-12-02,1.1479202483782978
2014-12-03,1.1523547290438967
2014-12-04,1.151080221762836
2014-12-05,1.1529647688241271
2014-12-08,1.1452600297116113
2014-12-09,1.1444836432956267
2014-12-10,1.126135782968799
2014-12-11,1.131845281494451
2014-12-12,1.113552870046208
2014-12-15,1.1059038861596726
2014-12-16,1.0970347205968778
2014-12-17,1.1185417373818558
2014-12-18,1.146201945836962
2014-12-19,1.151079200604851
2014-12-22,1.1563742111043973
2014-12-23,1.1579345405054553
2014-12-24,1.1580459488416173
2014-12-26,1.161780732055904
2014-12-29,1.163340857225365
2014-12-30,1.157098620578946
2014-12-31,1.1456168223115653
2015-01-02,1.1450036169415814
2015-01-05,1.1243250656298223
2015-01-06,1.113735350978125
2015-01-07,1.1276141133836628
2015-01-08,1.1476232956362638
2015-01-09,1.1384265425918854
2015-01-12,1.1295085656774082
2015-01-13,1.1263319474177147
2015-01-14,1.119532056395695
2015-01-15,1.1092763625208866
2015-01-16,1.1238231664802019
2015-01-20,1.1262202327341573
2015-01-21,1.13190522346817
2015-01-22,1.148737991692674
2015-01-23,1.1424393871254839
2015-01-26,1.1451152295093403
2015-01-27,1.1300103627112301
2015-01-28,1.115519109746298
2015-01-29,1.125830252499691
2015-01-30,1.1116730203116478
2015-02-02,1.1254399659178296
2015-02-03,1.1417148755351363
2015-02-04,1.1373676017614551
2015-02-05,1.1488490936814404
2015-02-06,1.1456721690743514
2015-02-09,1.1405448327159398
2015-02-10,1.1526953873476877
2015-02-11,1.1533643479436517
2015-02-12,1.1644557575133725
2015-02-13,1.169249175210694
2015-02-17,1.1710882807416532
2015-02-18,1.1711999954252108
2015-02-19,1.1703636670355075
2015-02-20,1.1773868853088436
2015-02-23,1.177219619630903
2015-02-24,1.1805637078001343
2015-02-25,1.1795607264272814
2015-02-26,1.1781673563567685
2015-02-27,1.1741541033599763
2015-03-02,1.181566995520383
2015-03-03,1.1767176183654844
2015-03-04,1.1717573434534163
2015-03-05,1.1730395094193644
2015-03-06,1.1565411704349429
2015-03-09,1.1613345881322643
2015-03-10,1.1424954486988599
2015-03-11,1.1398202190097944
2015-03-12,1.1543114719747267
2015-03-13,1.1472329069386042
2015-03-16,1.162560998872232
2015-03-17,1.1591051960194434
2015-03-18,1.1730395094193644
2015-03-19,1.1676884373464422
2015-03-20,1.177995597583694
2015-03-23,1.1757001365492445
2015-03-24,1.169093857081178
2015-03-25,1.1519621959144681
2015-03-26,1.149218854987804
2015-03-27,1.151849970651918
2015-03-30,1.1659026362622988
2015-03-31,1.1557133176565144
2015-04-01,1.151626337053206
2015-04-02,1.1557688686508976
2015-04-06,1.1635513178860708
2015-04-07,1.1604719138665478
2015-04-08,1.164390913981326
2015-04-09,1.1695417369733925
2015-04-10,1.1759238722637546
2015-04-13,1.1706055793621506
2015-04-14,1.1728447745916273
2015-04-15,1.1781073122672512
2015-04-16,1.1777714534059895
2015-04-17,1.1642230356085947
2015-04-20,1.1748605404539894
2015-04-21,1.173460737088171
2015-04-22,1.1792270119977881
2015-04-23,1.1821943949863583
2015-04-24,1.1849379401446194
2015-04-27,1.1800110570986604
2015-04-28,1.183762178840707
2015-04-29,1.1788914594839222
2015-04-30,1.1670782954504135
2015-05-01,1.179731157694976
2015-05-04,1.1830904611181836
2015-05-05,1.1695417369733931
2015-05-06,1.164727079189984
2015-05-07,1.1693736543690645
2015-05-08,1.1847693469612983
2015-05-11,1.179115093082634
2015-05-12,1.175587911286695
2015-05-13,1.175811953348601
2015-05-14,1.1880733036217197
2015-05-15,1.1893609838407868
2015-05-18,1.1930554313146664
2015-05-19,1.1926638172274244
2015-05-20,1.1918242211321692
2015-05-21,1.195295035007337
2015-05-22,1.1924395709339215
2015-05-26,1.179619545127217
2015-05-27,1.1908163382009882
2015-05-28,1.189472698524344
2015-05-29,1.1820825781870024
2015-06-01,1.1844899581366062
2015-06-02,1.1833138904852982
2015-06-03,1.1864494581939953
2015-06-04,1.1764280179609425
2015-06-05,1.1744124563301779
2015-06-08,1.1671901122497694
2015-06-09,1.167022438108635
2015-06-10,1.1810187357982445
2015-06-11,1.1848260212294652
2015-06-12,1.175756096006822
2015-06-15,1.1707172940457087
2015-06-16,1.1770999399150635
2015-06-17,1.1790035826306737
2015-06-18,1.1912643202090019
2015-06-19,1.1859761514679548
2015-06-22,1.1920522457102167
2015-06-23,1.1928956200900165
2015-06-24,1.1842323199769949
2015-06-25,1.1806313084587412
2015-06-26,1.1804064494704474
2015-06-29,1.1556527629880058
2015-06-30,1.1580719883702355
2015-07-01,1.1673544165695542
2015-07-02,1.1662855705066697
2015-07-06,1.1629665007080705
2015-07-07,1.1702802384281352
2015-07-08,1.150645821156024
2015-07-09,1.152726941129425
2015-07-10,1.1672417828438104
2015-07-13,1.1801252225613825
2015-07-14,1.1852444917717129
2015-07-15,1.1848506311369038
2015-07-16,1.1943581225561133
2015-07-17,1.1953713155088161
2015-07-20,1.1959897287845236
2015-07-21,1.1912645244405993
2015-07-22,1.1891264238516361
2015-07-23,1.1824312015230773
2015-07-24,1.170167298354996
2015-07-27,1.1633601571112828
2015-07-28,1.1776497313741803
2015-07-29,1.1857508840164674
2015-07-30,1.1860321109255325
2015-07-31,1.1842323199769953
2015-08-03,1.1802375499397313
2015-08-04,1.1779309582832456
2015-08-05,1.1818129924789673
2015-08-06,1.1721363972974441
2015-08-07,1.1698858672143342
2015-08-10,1.1846261806118044
2015-08-11,1.173936698824974
2015-08-12,1.175343343949292
2015-08-13,1.173880739367397
2015-08-14,1.1781558172715394
2015-08-17,1.1847387122217499
2015-08-18,1.1813064981184145
2015-08-19,1.1719677019983248
2015-08-20,1.1474952424249483
2015-08-21,1.1129532460774263
2015-08-24,1.0660901617146636
2015-08-25,1.0535445210585246
2015-08-26,1.093993712117592
2015-08-27,1.1210539902565193
2015-08-28,1.1211105624088875
2015-08-31,1.1120526868504672
2015-09-01,1.0788605592432976
2015-09-02,1.0993383508952086
2015-09-03,1.1001261742806252
2015-09-04,1.0834738446720678
2015-09-08,1.1107026138785177
2015-09-09,1.0958504836816916
2015-09-10,1.1018141484298065
2015-09-11,1.1068207839143929
2015-09-14,1.1027141970777727
2015-09-15,1.1164972769801174
2015-09-16,1.1261734636984466
2015-09-17,1.1236423194010625
2015-09-18,1.105280162862445
2015-09-21,1.1109918058198653
2015-09-22,1.0965714212190911
2015-09-23,1.0948182971904676
2015-09-24,1.090859471914275
2015-09-25,1.090577019615628
2015-09-28,1.063206513680862
2015-09-29,1.0638285010095165
2015-09-30,1.0836777699216686
2015-10-01,1.0865054584978926
2015-10-02,1.1027353350480615
2015-10-05,1.1223582132349426
2015-10-06,1.1185126343792848
2015-10-07,1.1276740553573825
2015-10-08,1.13785295815172
2015-10-09,1.1385318239801385
2015-10-12,1.1396062864119405
2015-10-13,1.1324243801877376
2015-10-14,1.126995393760561
2015-10-15,1.1442996306267332
2015-10-16,1.149502328444437
2015-10-19,1.150067845736522
2015-10-20,1.1485974803539412
2015-10-21,1.1414725547453004
2015-10-22,1.160756204249569
2015-10-23,1.173479832742491
2015-10-26,1.1705961847086899
2015-10-27,1.1683341155403495
2015-10-28,1.1816230570937596
2015-10-29,1.1809449060759305
2015-10-30,1.1758549440997692
2015-11-02,1.1897665877924235
2015-11-03,1.1932158552341081
2015-11-04,1.1895970755669159
2015-11-05,1.1884094688303775
2015-11-06,1.1877870730385287
2015-11-09,1.1767033221536953
2015-11-10,1.179417662193586
2015-11-11,1.1747805837837657
2015-11-12,1.1583809907764921
2015-11-13,1.1453742972901322
2015-11-16,1.1627919848084365
2015-11-17,1.1619435046387119
2015-11-18,1.180378673973256
2015-11-19,1.1793612942728147
2015-11-20,1.1836592461158209
2015-11-23,1.1823018208063794
2015-11-24,1.1838854326094952
2015-11-25,1.1837155119207936
2015-11-27,1.185072937230235
2015-11-30,1.1801528959427754
2015-12-01,1.191406261168915
2015-12-02,1.179247945736481
2015-12-03,1.162735412656068
2015-12-04,1.1854124722602426
2015-12-07,1.1782301575728455
2015-12-08,1.17031322183105
2015-12-09,1.1612082708895217
2015-12-10,1.1642056759228503
2015-12-11,1.141642373318203
2015-12-14,1.1474102820805963
2015-12-15,1.1594552489766967
2015-12-16,1.1764207677392493
2015-12-17,1.1584944414286238
2015-12-18,1.1378554089308837
2015-12-21,1.1472417910130739
2015-12-22,1.157652292438406
2015-12-23,1.1719876145790311
2015-12-24,1.1700536434712667
2015-12-28,1.1673798434033802
2015-12-29,1.179838175051803
2015-12-30,1.1714756059653595
2015-12-31,1.1597568990454619
2016-01-04,1.1435440758336421
2016-01-05,1.145478149057205
2016-01-06,1.1310289678012542
2016-01-07,1.1038936345504304
2016-01-08,1.091777186595381
2016-01-11,1.0928578780908913
2016-01-12,1.1016751688280488
2016-01-13,1.07419876881024
2016-01-14,1.0918337587477491
2016-01-15,1.0683966512553495
2016-01-19,1.0698185116336436
2016-01-20,1.056108546643024
2016-01-21,1.0620251360080313
2016-01-22,1.0838127670072835
2016-01-25,1.0674292061803743
2016-01-26,1.0819923486674496
2016-01-27,1.0702167632477886
2016-01-28,1.0757914689194226
2016-01-29,1.1020162355950345
2016-02-01,1.1016180860966884
2016-02-02,1.0817649367841933
2016-02-03,1.0882499026836436
2016-02-04,1.0899568703713458
2016-02-05,1.0691928481362434
2016-02-08,1.0548003411484592
2016-02-09,1.0548574238798198
2016-02-10,1.0539473678836007
2016-02-11,1.0402373007771826
2016-02-12,1.0616840692410463
2016-02-16,1.0796032474457768
2016-02-17,1.0972383394990846
2016-02-18,1.0927440189755655
2016-02-19,1.0922319082460952
2016-02-22,1.1080463777279719
2016-02-23,1.0940524287017277
2016-02-24,1.0990586557231201
2016-02-25,1.1123701648679984
2016-02-26,1.1098100196838407
2016-02-29,1.1011064859462105
2016-03-01,1.1269899816232403
2016-03-02,1.1320530871443963
2016-03-03,1.136490018589159
2016-03-04,1.140187938000188
2016-03-07,1.1410977897648105
2016-03-08,1.1286398665795818
2016-03-09,1.1342150828302082
2016-03-10,1.1351247303632335
2016-03-11,1.1534425686453025
2016-03-14,1.151963523419849
2016-03-15,1.1500862265802514
2016-03-16,1.1567417258631942
2016-03-17,1.164080481953891
2016-03-18,1.16865506549503
2016-03-21,1.1703131197152512
2016-03-22,1.169683882164903
2016-03-23,1.1619648468405974
2016-03-24,1.1614500811003663
2016-03-28,1.1621359929188813
2016-03-29,1.1728863357216168
2016-03-30,1.178032155039557
2016-03-31,1.175173525376388
2016-04-01,1.183178791283885
2016-04-04,1.1793476107558156
2016-04-05,1.167568451283207
2016-04-06,1.180319753157522
2016-04-07,1.1661959128355877
2016-04-08,1.1693408751977468
2016-04-11,1.166596410997299
2016-04-12,1.1774604086837634
2016-04-13,1.189354039966489
2016-04-14,1.1894111226978497
2016-04-15,1.1880961775605836
2016-04-18,1.1964445525510359
2016-04-19,1.200218344000349
2016-04-20,1.2013622451751302
2016-04-21,1.1949006637935362
2016-04-22,1.1949006637935362
2016-04-25,1.1928421114116035
2016-04-26,1.1946148416735387
2016-04-27,1.197073483753989
2016-04-28,1.186209179720129
2016-04-29,1.1798047831856942
2016-05-02,1.189182689656609
2016-05-03,1.1788330492471817
2016-05-04,1.1722570981712692
2016-05-05,1.1720282566668339
2016-05-06,1.17631671174058
2016-05-09,1.1772891604896818
2016-05-10,1.1919272559728549
2016-05-11,1.1807769255874005
2016-05-12,1.1811202389019526
2016-05-13,1.1708275791080875
2016-05-16,1.1823782034236563
2016-05-17,1.1713422427325202
2016-05-18,1.1716853518154755
2016-05-19,1.1676255340145678
2016-05-20,1.1750017666033137
2016-05-23,1.1734007951144532
2016-05-24,1.1886107390692184
2016-05-25,1.1966731898238745
2016-05-26,1.1970166052542253
2016-05-27,1.2021627309195606
2016-05-31,1.199875030685797
2016-06-01,1.2023344896926351
2016-06-02,1.2059939114476297
2016-06-03,1.2023913681923986
2016-06-06,1.2085095341436418
2016-06-07,1.2103963277524998
2016-06-08,1.2143417758590893
2016-06-09,1.212683925870465
2016-06-10,1.2011907927494507
2016-06-13,1.1919272559728544
2016-06-14,1.1895828814709242
2016-06-15,1.1879245209033074
2016-06-16,1.1914696750797822
2016-06-17,1.1870326415192207
2016-06-20,1.1946768259632268
2016-06-21,1.1980685000945583
2016-06-22,1.1961140037112956
2016-06-23,1.2116905433826706
2016-06-24,1.168179716453019
2016-06-27,1.1472579253092363
2016-06-28,1.1679498537905988
2016-06-29,1.187837211895591
2016-06-30,1.2040460525912693
2016-07-01,1.2065751545726833
2016-07-05,1.1978960265108942
2016-07-06,1.2050805877458581
2016-07-07,1.2043335085640425
2016-07-08,1.2222666766331676
2016-07-11,1.2265771887193893
2016-07-12,1.2354863836751957
2016-07-13,1.2353136037441361
2016-07-14,1.242211219585319
2016-07-15,1.2405444855222254
2016-07-18,1.2438780557642113
2016-07-19,1.242613862178799
2016-07-20,1.247786742183341
2016-07-21,1.243073485387841
2016-07-22,1.2486491101016612
2016-07-25,1.2452576402019266
2016-07-26,1.2458321436842796
2016-07-27,1.2445104589043126
2016-07-28,1.2459472281891875
2016-07-29,1.2479591136512063
2016-08-01,1.2469244763808187
2016-08-02,1.2389349363062905
2016-08-03,1.2425561667526468
2016-08-04,1.2438780557642106
2016-08-05,1.2540516485370263
2016-08-08,1.2533044672394122
2016-08-09,1.2540516485370263
2016-08-10,1.2509479409574609
2016-08-11,1.2567529177547092
2016-08-12,1.2556612998687595
2016-08-15,1.259282121851922
2016-08-16,1.2527873528358158
2016-08-17,1.2551435727703717
2016-08-18,1.2579600286087609
2016-08-19,1.256121229425197
2016-08-22,1.2560634318832469
2016-08-23,1.258592329633064
2016-08-24,1.2521548475799158
2016-08-25,1.2512928881247893
2016-08-26,1.2489358512638453
2016-08-29,1.2550861836916158
2016-08-30,1.2530170112666392
2016-08-31,1.2494535783622331
2016-09-01,1.2495109674409892
2016-09-02,1.255143572770372
2016-09-06,1.2589369704529967
2016-09-07,1.2588222944112828
2016-09-08,1.2559484494941375
2016-09-09,1.2258874986163297
2016-09-12,1.2434757195181265
2016-09-13,1.2256003489909517
2016-09-14,1.2251405215503126
2016-09-15,1.2373829804007093
2016-09-16,1.2325998763990362
2016-09-19,1.2328309644510385
2016-09-20,1.2328885577613917
2016-09-21,1.246753330302535
2016-09-22,1.2546098134916195
2016-09-23,1.2477350715893
2016-09-26,1.2376258117695387
2016-09-27,1.2453091065643698
2016-09-28,1.2514899716158914
2016-09-29,1.24016737187837
2016-09-30,1.2495261826949653
2016-10-03,1.2465221401347344
2016-10-04,1.2401673718783697
2016-10-05,1.2456555854686755
2016-10-06,1.2465221401347344
2016-10-07,1.2422470622305917
2016-10-10,1.2487173234550581
2016-10-11,1.2329464574191402
2016-10-12,1.2345640737831562
2016-10-13,1.2305201860468142
2016-10-14,1.2311557547766692
2016-10-17,1.2268809832199221
2016-10-18,1.234564073783156
2016-10-19,1.2378570019373394
2016-10-20,1.2355461214173167
2016-10-21,1.2361237904894231
2016-10-24,1.241380813911928
2016-10-25,1.2372216374390812
2016-10-26,1.234737160061611
2016-10-27,1.2314443340232262
2016-10-28,1.2278052333121325
2016-10-31,1.227862928738284
2016-11-01,1.2189666003730886
2016-11-02,1.2116301929457571
2016-11-03,1.2060840796977028
2016-11-04,1.204755655275035
2016-11-07,1.231329045286721
2016-11-08,1.2368747500715813
2016-11-09,1.2499879503357751
2016-11-10,1.253107485864108
2016-11-11,1.2502190383877774
2016-11-14,1.251201086021938
2016-11-15,1.2609639690531922
2016-11-16,1.2585953931070177
2016-11-17,1.2650656543314842
2016-11-18,1.2622351065129025
2016-11-21,1.2717662887973638
2016-11-22,1.2742508682906326
2016-11-23,1.274944030330841
2016-11-25,1.279681080107391
2016-11-28,1.2736730971027277
2016-11-29,1.2761572681328026
2016-11-30,1.2730954280306215
2016-12-01,1.26841627791182
2016-12-02,1.2690516424100782
2016-12-05,1.2766770375471603
2016-12-06,1.2807206189361067
2016-12-07,1.2974738389535807
2016-12-08,1.3006508656764684
2016-12-09,1.308507348865553
2016-12-12,1.3070053275854374
2016-12-13,1.3157284675563792
2016-12-14,1.3048675333438697
2016-12-15,1.3102399476186781
2016-12-16,1.3076777601185505
2016-12-19,1.3105251570438847
2016-12-20,1.315580705995952
2016-12-21,1.3119198546197781
2016-12-22,1.3096530881247068
2016-12-23,1.311571639746898
2016-12-27,1.3148249469712638
2016-12-28,1.3039586006214339
2016-12-29,1.303667979058907
2016-12-30,1.2989033580167622
2017-01-03,1.3088400421370612
2017-01-04,1.3166267802357712
2017-01-05,1.315580705995952
2017-01-06,1.320287427380348
2017-01-09,1.3159294314478245
2017-01-10,1.3159294314478245
2017-01-11,1.3196480803659485
2017-01-12,1.3163357502100503
2017-01-13,1.3193572545718246
2017-01-17,1.3147091476557666
2017-01-18,1.3176142400072524
2017-01-19,1.3127333090706177
2017-01-20,1.3175563403495036
2017-01-23,1.3141279045307126
2017-01-24,1.3225535811806282
2017-01-25,1.3340013748871091
2017-01-26,1.3326062688480216
2017-01-27,1.3305142224841813
2017-01-30,1.3222629596181013
2017-01-31,1.3221467518394099
2017-02-01,1.3226698910751182
2017-02-02,1.3235415515311022
2017-02-03,1.332664679084763
2017-02-06,1.3302820111583957
2017-02-07,1.3303401150477414
2017-02-08,1.3320832317281122
2017-02-09,1.3399865860687075
2017-02-10,1.3452740399991652
2017-02-13,1.35259594698311
2017-02-14,1.3579999150396544
2017-02-15,1.3650892022346193
2017-02-16,1.3639269202161086
2017-02-17,1.366076968353496
2017-02-21,1.37421232978828
2017-02-22,1.3729921481120204
2017-02-23,1.373921708225753
2017-02-24,1.3756650291377208
2017-02-27,1.377815077275108
2017-02-28,1.3740956114305962
2017-03-01,1.3933302453515857
2017-03-02,1.3845557411339988
2017-03-03,1.3854272994741843
2017-03-06,1.381301412751648
2017-03-07,1.3771756281449103
2017-03-08,1.374618852782103
2017-03-09,1.3763622758098693
2017-03-10,1.3811852049729567
2017-03-13,1.381882451645105
2017-03-14,1.3765949977146474
2017-03-15,1.3885070098411028
2017-03-16,1.38577582069446
2017-03-17,1.3833422991004405
2017-03-20,1.3818248583347519
2017-03-21,1.3640826468088192
2017-03-22,1.3672925548188233
2017-03-23,1.365833830637271
2017-03-24,1.3648415714232605
2017-03-27,1.3634408490152556
2017-03-28,1.3733620115341827
2017-03-29,1.3746463219318992
2017-03-30,1.379023005055548
2017-03-31,1.3758134033929394
2017-04-03,1.373420830234118
2017-04-04,1.3742958605114521
2017-04-05,1.3702108201083152
2017-04-06,1.3740626280276813
2017-04-07,1.3726623140828704
2017-04-10,1.3734788320076652
2017-04-11,1.3718446728842926
2017-04-12,1.365833830637271
2017-04-13,1.356962826990103
2017-04-17,1.3689852262947353
2017-04-18,1.3648998795442029
2017-04-19,1.362390281680302
2017-04-20,1.373478832007665
2017-04-21,1.3691019446524193
2017-04-24,1.3841591233726307
2017-04-25,1.39221320063181
2017-04-26,1.3913377618912819
2017-04-27,1.3925051496997176
2017-04-28,1.3894701660525417
2017-05-01,1.3929716146672593
2017-05-02,1.3934971025663327
2017-05-03,1.3918045332062188
2017-05-04,1.3934388965611884
2017-05-05,1.3989245572565316
2017-05-08,1.3986909163095669
2017-05-09,1.3974073207224398
2017-05-10,1.3999170207021392
2017-05-11,1.3970571656493882
2017-05-12,1.394722390032517
2017-05-15,1.4024263122186447
2017-05-16,1.4011424102841221
2017-05-17,1.3762807874026675
2017-05-18,1.3818248583347519
2017-05-19,1.3908125803396036
2017-05-22,1.397874092037377
2017-05-23,1.4009672816896972
2017-05-24,1.4042355999364424
2017-05-25,1.4109470586769626
2017-05-26,1.4106551096090552
2017-05-30,1.409429822142871
2017-05-31,1.409079360722424
2017-06-01,1.4202850378706646
2017-06-02,1.4250121824147604
2017-06-05,1.4239617171956056
2017-06-06,1.4194093948985393
2017-06-07,1.422035915351721
2017-06-08,1.42273581703463
2017-06-09,1.4205767827069748
2017-06-12,1.4202850378706644
2017-06-13,1.4272300354423508
2017-06-14,1.4254208498403516
2017-06-15,1.4226780194926798
2017-06-16,1.4229886557517126
2017-06-19,1.4348351095355318
2017-06-20,1.4251586164698073
2017-06-21,1.4248068275439798
2017-06-22,1.4241614556974689
2017-06-23,1.4258626027846564
2017-06-26,1.426800638509664
2017-06-27,1.4153061778832694
2017-06-28,1.427973642687017
2017-06-29,1.4154233047041473
2017-06-30,1.418062079053149
2017-07-03,1.4204671103393873
2017-07-05,1.4237510523033028
2017-07-06,1.4107320028053245
2017-07-07,1.4198803529612145
2017-07-10,1.4214051460643953
